namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",3f46c0e4-9094-4ef4-bf8d-3293bacdde23,T1.Q8,"Given what you know about the world, how *biased* does the article seem to you, overall?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,452122d1-cdf9-48e4-99b0-20ae2bb756b2,T1.Q8.A2,Very biased,T1.Q9,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",3f46c0e4-9094-4ef4-bf8d-3293bacdde23,T1.Q8,"Given what you know about the world, how *biased* does the article seem to you, overall?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,27815e6e-36f9-4a0a-bb85-be61addbca22,T1.Q8.A3,Somewhat biased,T1.Q9,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",3f46c0e4-9094-4ef4-bf8d-3293bacdde23,T1.Q8,"Given what you know about the world, how *biased* does the article seem to you, overall?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,b8c8eb0d-ad9e-4d51-a766-4ddd01549d42,T1.Q8.A4,Mildly biased,T1.Q9,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",3f46c0e4-9094-4ef4-bf8d-3293bacdde23,T1.Q8,"Given what you know about the world, how *biased* does the article seem to you, overall?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,13cebc33-07d9-42a3-a569-e921dc210212,T1.Q8.A5,Not at all biased,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0993202d-05d7-4fd8-bce0-85e50dfd70c1,T1.Q9,What kind of bias is apparent in the article? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,bcfb58c7-f6af-4c0a-8949-2d25874d52a1,T1.Q9.A1,Right partisan,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0993202d-05d7-4fd8-bce0-85e50dfd70c1,T1.Q9,What kind of bias is apparent in the article? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,ee4c72d0-c0ef-4512-899a-9262356969e0,T1.Q9.A2,Left partisan,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0993202d-05d7-4fd8-bce0-85e50dfd70c1,T1.Q9,What kind of bias is apparent in the article? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,091a7e66-129a-4c7d-8dcf-7bd2fac39683,T1.Q9.A3,Elitist,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0993202d-05d7-4fd8-bce0-85e50dfd70c1,T1.Q9,What kind of bias is apparent in the article? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,a0a0066c-504a-4f16-a6ea-a2f6f9acf48e,T1.Q9.A4,Populist,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0993202d-05d7-4fd8-bce0-85e50dfd70c1,T1.Q9,What kind of bias is apparent in the article? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,e393e073-ad06-47ee-9140-541120ace4be,T1.Q9.A5,Class/Economic status,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0993202d-05d7-4fd8-bce0-85e50dfd70c1,T1.Q9,What kind of bias is apparent in the article? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,4267c699-59d8-4cd9-900a-96ad53d88f59,T1.Q9.A6,Gender/Sexuality,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0993202d-05d7-4fd8-bce0-85e50dfd70c1,T1.Q9,What kind of bias is apparent in the article? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,0376bfc1-b0d6-4726-b131-481f064e984e,T1.Q9.A7,Race/Ethnicity,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0993202d-05d7-4fd8-bce0-85e50dfd70c1,T1.Q9,What kind of bias is apparent in the article? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,170121b8-6a68-4d29-a3bc-788b8cc56223,T1.Q9.A8,Age/Generational,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",0993202d-05d7-4fd8-bce0-85e50dfd70c1,T1.Q9,What kind of bias is apparent in the article? Check all that apply.,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",9,b6c40ce0-c9f1-4bfe-a2b9-060721dde230,T1.Q9.A9,Other,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c97fb2c1-8968-4d0c-9e1b-a5fa4bae00cd,T1.Q10,How would you describe the approach of the article? (Check all that apply.),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,58d650bb-95b6-4506-a476-6f70ed5bc0ef,T1.Q10.A1,Neutral description of a recent or ongoing event,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c97fb2c1-8968-4d0c-9e1b-a5fa4bae00cd,T1.Q10,How would you describe the approach of the article? (Check all that apply.),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,3c7c8028-94a2-48a7-a9ae-826d7ddefa62,T1.Q10.A2,"Report of what some person, body, or group said",,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c97fb2c1-8968-4d0c-9e1b-a5fa4bae00cd,T1.Q10,How would you describe the approach of the article? (Check all that apply.),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,a6e1fcd9-15fe-4b32-ba05-1bc07c4a0224,T1.Q10.A3,Evaluation/analysis of a recent or ongoing event,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c97fb2c1-8968-4d0c-9e1b-a5fa4bae00cd,T1.Q10,How would you describe the approach of the article? (Check all that apply.),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,b33af86b-7e3c-4220-ad8d-44e40b21a994,T1.Q10.A4,Proposed explanation of a phenomenon or event,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",c97fb2c1-8968-4d0c-9e1b-a5fa4bae00cd,T1.Q10,How would you describe the approach of the article? (Check all that apply.),CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,e058f45d-6a9c-47ae-9538-e3da3ff1daea,T1.Q10.A5,Other,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d87d20f5-b866-4fa0-b9a6-6ae8a6262182,T1.Q11,Does the article’s title/headline match the text?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,8e17390e-8339-4dca-b973-dfdb50bacb92,T1.Q11.A1,"Yes, without exaggeration (no clickbait)",,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d87d20f5-b866-4fa0-b9a6-6ae8a6262182,T1.Q11,Does the article’s title/headline match the text?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,cdfc579e-f2fc-49ec-aaeb-e423d327e819,T1.Q11.A2,"Yes, but with some exaggeration/clickbaitiness",,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d87d20f5-b866-4fa0-b9a6-6ae8a6262182,T1.Q11,Does the article’s title/headline match the text?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,81e0f215-dc23-4c28-9bc5-3bd62575a262,T1.Q11.A3,"Yes, but with a lot of exaggeration/clickbaitiness",,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",d87d20f5-b866-4fa0-b9a6-6ae8a6262182,T1.Q11,Does the article’s title/headline match the text?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,a40f4527-e00c-4e38-a86e-94a8668abc55,T1.Q11.A4,The text does not support the claim made in the title at all (pure clickbait),,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",67c6bade-2c27-4517-9d3e-6cbf6c9ab7aa,T1.Q12,"Does the article exaggerate the importance of a relatively minor event, person, or group?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,0f03d9aa-97de-46e2-9119-23ec221e91af,T1.Q12.A1,Enormously,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",67c6bade-2c27-4517-9d3e-6cbf6c9ab7aa,T1.Q12,"Does the article exaggerate the importance of a relatively minor event, person, or group?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,d1b7af65-beed-4d8a-8aea-7bf0aaea45d4,T1.Q12.A2,Quite a bit,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",67c6bade-2c27-4517-9d3e-6cbf6c9ab7aa,T1.Q12,"Does the article exaggerate the importance of a relatively minor event, person, or group?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,013f3396-d4c7-4c8c-ab73-4d80f3a0572d,T1.Q12.A3,Somewhat,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",67c6bade-2c27-4517-9d3e-6cbf6c9ab7aa,T1.Q12,"Does the article exaggerate the importance of a relatively minor event, person, or group?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,ed97bd00-dbcc-4af4-8ca4-1595c928e466,T1.Q12.A4,Slightly,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",67c6bade-2c27-4517-9d3e-6cbf6c9ab7aa,T1.Q12,"Does the article exaggerate the importance of a relatively minor event, person, or group?",RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,f482cda4-ead6-43b9-b2b0-591c3380c5e4,T1.Q12.A5,Not at all,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",bc60207c-e5ae-4e7b-822f-a25541dd2a11,T1.Q13,How likely is this article to affect anyone’s behavior or beliefs?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,9c36a8d7-d7ac-444b-ad32-cef323a27d14,T1.Q13.A1,Very Likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",bc60207c-e5ae-4e7b-822f-a25541dd2a11,T1.Q13,How likely is this article to affect anyone’s behavior or beliefs?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,1f80b902-26bc-4153-850a-1f724052af01,T1.Q13.A2,Somewhat Likely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",bc60207c-e5ae-4e7b-822f-a25541dd2a11,T1.Q13,How likely is this article to affect anyone’s behavior or beliefs?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,7abc1657-7b5d-4f82-91b8-b1a223e25b7b,T1.Q13.A3,Don’t Know,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",bc60207c-e5ae-4e7b-822f-a25541dd2a11,T1.Q13,How likely is this article to affect anyone’s behavior or beliefs?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,28893758-e2a7-47bb-a827-d7781a1cd4d5,T1.Q13.A4,Somewhat Unlikely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",bc60207c-e5ae-4e7b-822f-a25541dd2a11,T1.Q13,How likely is this article to affect anyone’s behavior or beliefs?,RADIO,,,ordinal,"{""version"": ""4"", ""alpha_distance"": ""ordinal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,c5597341-bbda-4d9a-8307-3aeb8f23261f,T1.Q13.A5,Very Unlikely,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f144c0a6-d03f-47e9-b3b9-3813e4706739,T1.Q14,Are there claims in the article that seem suspicious or wrong?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,69caf7f9-2085-4503-bbad-4ffbf82b2bd9,T1.Q14.A1,No,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",f144c0a6-d03f-47e9-b3b9-3813e4706739,T1.Q14,Are there claims in the article that seem suspicious or wrong?,RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",2,bfd76175-c612-4cc4-aa0f-6b0497806d9a,T1.Q14.A2,Yes (Please highlight them.),T1.Q15,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",020f0485-11f6-499c-b916-126a55b83847,T1.Q15,What is/are the problem/s with the suspicious claim/s?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,0c43154e-d41b-440f-8b00-778cfc4fa491,T1.Q15.A1,The claim needs a fact check before readers can trust it.,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",020f0485-11f6-499c-b916-126a55b83847,T1.Q15,What is/are the problem/s with the suspicious claim/s?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,aa8522f0-3d07-4afa-a3e9-176b92d65663,T1.Q15.A2,The claim needs some more credible source/s to corroborate it.,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",020f0485-11f6-499c-b916-126a55b83847,T1.Q15,What is/are the problem/s with the suspicious claim/s?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,471403e4-6cb0-4d6c-ba07-4d44ac9935b2,T1.Q15.A3,The author needs to more specifically describe the source making (or supporting) the claim so readers know how to evaluate the source's crediblity?,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
Covid2_Holistic_2020_09_20,ecbc4694fc8c286d80f8c8e9c5e6bfe9be77574f71dd9f3fa981543445ac27ab,e2c2c4be-386f-4892-9aad-38c33004e031,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",020f0485-11f6-499c-b916-126a55b83847,T1.Q15,What is/are the problem/s with the suspicious claim/s?,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",4,0e1773a2-6608-4751-a41c-a5e0d86b8a77,T1.Q15.A4,Other,T1.Q16,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
